Masked Wolf,Astronaut In The Ocean,"Astro-naut
What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean, ayy
What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean
She say that I'm cool (damn straight)
I'm like, ""Yeah, that's true"" (that's true)
I believe in G-O-D (ayy)
Don't believe in T-H-O-T
She keep playing me dumb (play me)
I'ma play her for fun (uh-huh)
Y'all don't really know my mental
Lemme give you the picture like stencil
Falling out, in a drought
No flow, rain wasn't pouring down (pouring down)
See, that pain was all around
See, my mode was kinda lounged
Didn't know which-which way to turn
Flow was cool but I still felt burnt
Energy up, you can feel my surge
I'ma kill everything like this purge (ayy)
Let's just get this straight for a second, I'ma work
Even if I don't get paid for progression, I'ma get it (get it)
Everything that I do is electric
I'ma keep it in a motion, keep it moving like kinetic, ayy (yeah, yeah, yeah, yeah)
Put this shit in a frame, better know I don't blame
Everything that I say, man, I seen you deflate
Let me elevate, this ain't a prank
Have you walkin' on a plank, la-la-la-la-la, like
Both hands together, God, let me pray (now let me pray)
Uh, I've been going right, right around, call that relay (Masked Wolf)
Pass the baton, back to them all
Swimming in the pool, Kendrick Lamar, uh
Want a piece of this, a piece of mine, my peace a sign
Can you please read between the lines?
My rhyme's inclined to break your spine
They say that I'm so fine
You could never match my grind (true)
Please do not, not waste my time (Wolf)
What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean, ayy
What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean"
Bad Bunny,DÁKITI,"Baby, ya yo me enteré, se nota cuando me ve'
Ahí donde no has llegao' sabes que yo te llevaré
Y dime qué quieres beber, es que tú eres mi bebé
¿Y de nosotros quién va a hablar? Si no nos dejamos ver
Y a veces es Dolce, a veces Bulgari
Cuando te lo quito después de los parties
Las copas de vino, las libras de mari
Tú estás bien suelta, yo de safari
Tú mueve' el culo fenomenal
Pa' yo devorarte como animal
Si no te has vení'o, yo te vo' a esperar
En mi cama y lo vo' a celebrar
Baby, a ti no me opongo
Y siempre te lo pongo
Y si tú me tiras, vamo' a nadar en lo hondo
Si es por mí te lo pongo
De septiembre hasta agosto
A mí sin cojone' lo que digan tus amigas
Ya yo me enteré, se nota cuando me ve'
Ahí donde no has llegao' sabes que yo te llevaré
Y dime qué quieres beber, es que tú eres mi bebé
¿Y de nosotros quién va a hablar? Si no nos dejamos ver (¿me sigues?)
Mami, me tienes juqueao', sí
Si fueras la Uru, me tuvieses parqueao'
Dando vueltas por Condado, contigo siempre arrebatao'
Tú no eres mi señora, pero
Toma cinco mil, gástalo en Sephora
Louis Vuitton, ya no compra en Pandora
Como piercing a los hombres perfora, eh-eh-eh
Hace tiempo le rompieron el cora (el cora)
Estudiosa, puesta pa' ser doctora (doctora)
Pero (pero), le gustan los títeres wheeleando motoras (motoras)
Yo estoy pa' ti las veinticuatro hora'
Baby, a ti no me opongo
Y siempre te lo pongo (-pre te lo pongo)
Y si tú me tiras, vamo' a nadar en lo hondo (nadar en lo hondo)
Si es por mí te lo pongo
De septiembre hasta agosto
Y a mí sin cojone' lo que digan tus amigas
Ya yo me enteré, se nota cuando me ve'
Ahí donde no has llegao' sabes que yo te llevaré
Y dime qué quieres beber, es que tú eres mi bebé
¿Y de nosotros quién va a hablar? Si no nos dejamos ver
Y a veces es Dolce, a veces Bulgari
Cuando te lo quito después de los parties
Las copas de vino, las libras de mari
Tú estás bien suelta, yo de safari
Tú mueve' el culo fenomenal
Pa' yo devorarte como animal
Si no te has vení'o, yo te vo' a esperar
En mi cama y lo vo' a celebrar"
Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),"Baby back, ayy
Couple racks, ayy
Couple Grammys on him
Couple plaques, ayy
That's a fact, ayy
Throw it back, ayy
Throw it back, ayy
And this one is for the champions
I ain't lost since I began, yeah
Funny how you said it was the end, yeah
Then I went did it again, yeah
I told you long ago, on the road
I got what they waitin' for
I don't run from nothin', dog
Get your soldiers, tell 'em I ain't layin' low
You was never really rootin' for me anyway
When I'm back up at the top I wanna hear you say
He don't run from nothin', dog
Get your soldiers, tell 'em that the break is over
Uh, need to, uh
Need to get this album done
Need a couple number ones
Need a plaque on every song
Need me like one with Nicki now
Tell a rap nigga, ""I don't see ya"", ha
I'm a pop nigga like Bieber, ha
I don't fuck bitches, I'm queer, ha
But these niggas bitches like Madea
Yeah, yeah, yeah (yeah)
Ayy, oh, let's do it
I ain't fall off, I just ain't release my new shit
I blew up now everybody tryna sue me
You call me Nas, but the hood call me Doobie, yeah
And this one is for the champions
I ain't lost since I began, yeah
Funny how you said it was the end, yeah
Then I went did it again, yeah
I told you long ago, on the road
I got what they waitin' for (I got what they waitin' for)
I don't run from nothin', dog
Get your soldiers, tell 'em I ain't layin' low
(Bitch, I ain't runnin' from no one)
You was never really rootin' for me anyway (like, ooh-ooh)
When I'm back up at the top I wanna hear you say (like, ooh-ooh)
He don't run from nothin', dog
Get your soldiers, tell 'em that the break is over
My track record so clean
They couldn't wait to just bash me
I must be gettin' too flashy
Y'all shouldn't have let the world gas me (woo)
It's too late 'cause I'm here to stay
And these girls know that I'm nasty (mm)
I sent her back to her boyfriend
With my handprint on her ass cheek
City talkin', we takin' notes
Tell 'em all to keep makin' posts
Wish he could but he can't get close
OG so proud of me that he chokin' up while he makin' toasts
I'm the type that you can't control
Said I would then I made it so (so)
I don't clear up rumors (ayy)
Where's y'all sense of humor? (Ayy)
I'm done makin' jokes 'cause they got old like baby boomers
Turn my haters to consumers
I make vets feel like they juniors (juniors)
Say your time is comin' soon but just like Oklahoma (mm)
Mine is comin' sooner (mm)
I'm just a late bloomer (mm)
I didn't peak in high school, I'm still out here gettin' cuter (woo)
All these social networks and computers
Got these pussies walkin' 'round like they ain't losers (losers)
I told you long ago, on the road
I got what they waitin' for (I got what they waitin' for)
I don't run from nothin', dog
Get your soldiers, tell 'em I ain't layin' low
(Bitch, I ain't runnin' from no one)
You was never really rootin' for me anyway (like, ooh-ooh)
When I'm back up at the top I wanna hear you say (like, ooh-ooh)
He don't run from nothin', dog
Get your soldiers, tell 'em that the break is over
Yeah
I'm the industry baby, mm
I'm the industry baby
Yeah
"
Ed Sheeran,Bad Habits,"One, two, three, four
Ooh, ooh
Every time you come around, you know I can't say no
Every time the sun goes down, I let you take control
I can feel the paradise before my world implodes
And tonight had something wonderful
My bad habits lead to late nights endin' alone
Conversations with a stranger I barely know
Swearin' this will be the last, but it probably won't
I got nothin' left to lose, or use, or do
My bad habits lead to wide eyes stare into space
And I know I'll lose control of the things that I say
Yeah, I was lookin' for a way out, now I can't escape
Nothin' happens after two, it's true, it's true
My bad habits lead to you
Ooh-ooh, ooh-ooh
My bad habits lead to you
Ooh-ooh, ooh-ooh
My bad habits lead to you
Every pure intention ends when the good times start
Fallin' over everything to reach the first time's spark
It started under neon lights, and then it all got dark
I only know how to go too far
My bad habits lead to late nights endin' alone
Conversations with a stranger I barely know
Swearin' this will be the last, but it probably won't
I got nothin' left to lose, or use, or do
My bad habits lead to wide eyes stare into space
And I know I'll lose control of the things that I say
Yeah, I was lookin' for a way out, now I can't escape
Nothin' happens after two, it's true, it's true
My bad habits lead to you
Ooh-ooh, ooh-ooh
My bad habits lead to you
Ooh-ooh, ooh-ooh
We took the long way 'round
And burned 'til the fun ran out, now
My bad habits lead to late nights endin' alone
Conversations with a stranger I barely know
Swearin' this will be the last, but it probably won't
I got nothin' left to lose, or use, or do
My bad habits lead to wide eyes stare into space
And I know I'll lose control of the things that I say
Yeah, I was lookin' for a way out, now I can't escape
Nothin' happens after two, it's true, it's true
My bad habits lead to you
Ooh-ooh, ooh-ooh
My bad habits lead to you
Ooh-ooh, ooh-ooh
My bad habits lead to you
"
The Weeknd,Save Your Tears,"Ooh
Na-na, yeah
I saw you dancing in a crowded room
You look so happy when I'm not with you
But then you saw me, caught you by surprise
A single teardrop falling from your eye
I don't know why I run away
I'll make you cry when I run away
You could've asked me why I broke your heart
You could've told me that you fell apart
But you walked past me like I wasn't there
And just pretended like you didn't care
I don't know why I run away
I'll make you cry when I run away
Take me back 'cause I wanna stay
Save your tears for another
Save your tears for another day
Save your tears for another day
So, I made you think that I would always stay
I said some things that I should never say
Yeah, I broke your heart like someone did to mine
And now you won't love me for a second time
I don't know why I run away, oh, girl
Said I'll make you cry when I run away
Girl, take me back 'cause I wanna stay
Save your tears for another
I realize that I'm much too late
And you deserve someone better
Save your tears for another day (ooh, yeah)
Save your tears for another day (yeah)
I don't know why I run away
I'll make you cry when I run away
Save your tears for another day, ooh, girl (ah)
I said save your tears for another day (ah)
Save your tears for another day (ah)
Save your tears for another day (ah)"
BTS,Butter,"Smooth like butter, like a criminal undercover
Gon' pop like trouble breaking into your heart like that (ooh)
Cool shade, stunner, yeah, I owe it all to my mother
Hot like summer, yeah, I'm making you sweat like that (break it down)
Ooh, when I look in the mirror
I'll melt your heart into two
I got that superstar glow, so
Ooh (do the boogie, like)
A side step, right-left, to my beat
High like the moon, rock with me, baby
Know that I got that heat
Let me show you 'cause talk is cheap
Side step, right-left, to my beat
Get it, let it roll
Smooth like butter, pull you in like no other
Don't need no Usher to remind me you got it bad
Ain't no other that can sweep you up like a robber
Straight up, I (got ya)
Making you fall like that (break it down)
Ooh, when I look in the mirror
I'll melt your heart into two
I got that superstar glow, so
Ooh (do the boogie, like)
Side step, right-left, to my beat
High like the moon, rock with me, baby
Know that I got that heat
Let me show you 'cause talk is cheap
A side step, right-left, to my beat
Get it, let it roll
Get it, let it roll
Get it, let it roll
Ice on my wrist, I'm the nice guy
Got the right body and the right mind
Rolling up the party, got the right vibe
Smooth like (butter), hate us (love us)
Fresh boy, pull up and we lay low
All the players get moving when the bass low
Got ARMY right behind us when we say so
Let's go
Side step, right-left, to my beat (right-left, to my beat)
High like the moon, rock with me, baby
You know that I got that heat
Let me show you 'cause talk is cheap (you know that talk is cheap)
Side step, right-left, to my beat
Get it, let it roll
Smooth like (butter), cool shade (stunner)
And you know we don't stop
Hot like (summer), ain't no (bummer)
You'll be like, ""Oh my God""
We gon' make you rock, and you say (yeah)
We gon' make you bounce, and you say (yeah)
Hotter, sweeter, cooler, butter!"
Bruno Mars,Leave The Door Open,"Say baby, say baby, say baby
What you doin'? (What you doin'?)
Where you at? (Where you at?)
Oh, you got plans? (You got plans?)
Don't say that (shut yo' trap)
I'm sippin' wine (sip, sip)
In a robe (drip, drip)
I look too good (look too good)
To be alone (woo-hoo)
My house clean (house clean)
My pool warm (pool warm)
Just shaved (smooth like a newborn)
We should be dancing, romancing, in the east wing
And the west wing of this mansion, what's happenin'?
I ain't playin' no games
Every word that I say
Is coming straight from the heart
So if you tryna lay in these arms
I'ma leave the door open
(I'ma leave the door open)
I'ma leave the door open, girl
(I'ma leave the door open, hopin')
That you feel the way I feel
And you want me like I want you tonight, baby
Tell me that you're coming through
Ooh, you're so sweet (so sweet)
So tight (so tight)
I won't bite (uh-uh)
Unless you like (unless you like)
If you smoke (what you smoke?)
I got the haze (purple haze)
And if you're hungry, girl, I got filets (woo-hoo)
Ooh, baby, don't keep me (waiting)
There's so much love we could be making (shamone)
I'm talking kissing
Cuddling
Rose petals in the bathtub, girl, let's jump in
It's bubblin'
I ain't playin' no games
Every word that I say
Is coming straight from the heart
So if you're tryna lay in these arms
I'ma leave the door open
(I'ma leave the door open)
I'ma leave the door open, girl, mmm
(I'ma leave the door open, hopin')
That you feel the way I feel
And you want me like I want you tonight, baby
Tell me that you're coming through
(C'mon girl)
La, la, la, la-la-la-la
I need you, baby
La, la, la, la-la-la-la
I got to see you, baby
La, la, la, la-la-la-la
Girl, I'm tryna give you this
Ah
Hey, hey
I'ma leave my door open, baby (I'ma leave the door open)
I'ma leave
I'ma leave my door open, girl
(I'ma leave the door open, hopin')
And I'm hopin'
Hopin' that you feel the way I feel
And you want me like I want you tonight, baby
Tell me that you're coming through, woo
Tell me (tell me that you're coming through)
Woo, woo-woo, woo, woo-woo, woo, woo-woo
Woo, woo-woo, woo, woo-woo, woo, woo-woo
la, la, la, la-la
(Tell me that you're coming through)
Girl, I'm here just waiting for you (ayy)
Come on over, I'll adore you (I gotta know)
(La, la, la, la-la-la-la)
I'm waiting, waiting, waiting for you (tell me that you're coming through)
Girl, I'm here just waiting for you
Come on over, I'll adore you
(La, la, la, la-la-la-la)
"
Olivia Rodrigo,deja vu,"Car rides to Malibu
Strawberry ice cream
One spoon for two
And trading jackets
Laughing 'bout how small it looks on you
(Ha-ha-ha-ha, ha-ha-ha-ha, ha-ha-ha-ha)
Watching reruns of Glee
Being annoying
Singing in harmony
I bet she's bragging
To all her friends, saying you're so unique, hmm
So when you gonna tell her
That we did that, too?
She thinks it's special
But it's all reused
That was our place, I found it first
I made the jokes you tell to her when she's with you
Do you get déjà vu when she's with you?
Do you get déjà vu? (Ah), hmm
Do you get déjà vu, huh?
Do you call her
Almost say my name?
'Cause let's be honest
We kinda do sound the same
Another actress
I hate to think that I was just your type
I'll bet that she knows Billy Joel
'Cause you played her ""Uptown Girl""
You're singing it together
Now I bet you even tell her
How you love her
In between the chorus and the verse (ooh) (I love you)
So when you gonna tell her
That we did that, too?
She thinks it's special
But it's all reused
That was the show we talked about
Played you the song she's singing now when she's with you
Do you get déjà vu when she's with you?
Do you get déjà vu? Oh
Do you get déjà vu?
Strawberry ice cream in Malibu
Don't act like we didn't do that shit, too
You're trading jackets like we used to do
(Yeah, everything is all reused)
Play her piano, but she doesn't know (oh, oh)
That I was the one who taught you Billy Joel (oh)
A different girl now, but there's nothing new
(I know you get déjà vu)
"
Rauw Alejandro,Todo De Ti,"One, two
One, two, three
El viento soba tu cabello
Uh, uh, uh, uh, uh
Me matan esos ojos bellos
Uh, uh, uh, uh, uh
Me gusta tu olor
De tu piel, el color
Y como me haces sentir
Me gusta tu boquita
Ese labial rosita
Y cómo me besas a mí
Contigo quiero despertar
Hacerlo después de fumar
Ya no tengo na' que buscar
Algo fuera de aquí
Tú combinas con el mar
Ese bikini se ve fenomenal
No hay gravedad que me pueda elevar
Me pones mal a mí
Aceleraste mis latidos
Es que me gusta todo de ti
De to'as tus partes, ¿cuál decido?
Es que me gusta todo de ti
Es que me gusta todo de ti
Es que me gusta todo de ti
Quinta Avenida, no va pa'l mall
Ella sabe que le llego a todo en un call
En la Raptor me gusta ponerla en Ford
El jogger large, la camisa small
Como la dieta keto
Por ti me controlo y me quedo quieto
Aunque quiero comerte to' eso completo
De ese culo me volví un te'co, eh
Micro dosis, rola, oxy
Besando esos labios glossy
Ya yo le di en to'as las posi'
Shampoo de coco
Chanel su wallet
Me vuelve loco desde el casco
Hasta los pedales
Contigo quiero despertar
Hacerlo después de fumar
Ya no tengo na' que buscar
Algo fuera de aquí
Tú combinas con el mar
Ese bikini se ve fenomenal
No hay gravedad que me pueda elevar
Me pones mal a mí
Aceleraste mis latidos
Es que me gusta todo de ti
De to'as tus partes, ¿cuál decido?
Es que me gusta todo de ti
Todo de ti, todo de ti
Es que me gusta todo de ti
Todo de ti, todo de ti
Es que me gusta todo de ti
Contigo quiero despertar
Hacerlo después de fumar
Ya no tengo na' que buscar
Algo fuera de aquí
Tú combinas con el mar
Ese bikini se ve fenomenal
No hay gravedad que me pueda elevar
Me pones mal a mí
Rauw Alejandro
Algo fuera de mí
Me pones mal a mí"
24kGoldn,Mood (feat. iann dior),"Oh-oh-oh
Yeah, yeah, yeah, yeah (yeah)
Why you always in a mood?
Fuckin' 'round, actin' brand new
I ain't tryna tell you what to do
But try to play it cool
Baby, I ain't playing by your rules
Everything look better with a view
Why you always in a mood?
Fuckin' 'round, actin' brand new
I ain't tryna tell you what to do
But try to play it cool
Baby, I ain't playing by your rules
Everything look better with a view, yeah
I could never get attached
When I start to feel, I unattach
Somehow always end up feeling bad
Baby, I am not your dad, it's not all you want from me
I just want your company
Girl, it's obvious, elephant in the room
And we're a part of it, don't act so confused
And you love startin' it, now I'm in a mood
Now we arguin' in my bedroom
We play games of love to avoid the depression
We been here before
And I won't be your victim
Why you always in a mood?
Fuckin' 'round, actin' brand new
I ain't tryna tell you what to do
But try to play it cool
Baby, I ain't playing by your rules
Everything look better with a view
Why you always in a mood?
Fuckin' 'round, actin' brand new
I ain't tryna tell you what to do
But try to play it cool
Baby, I ain't playing by your rules
Everything look better with a view
So why you tryin' to fake your love on the regular?
When you could be blowin' up just like my cellular
I won't ever let a shorty go and set me up
Only thing I need to know is if you wet enough
I'm talking slick back, kick back, gang sippin' Fourties
You keep playin', not another day with you shorty
Mismatch, bitch, that was way before you know me
Got a lot of love, well you better save it for me
We play games of love to avoid the depression
We been here before
And I won't be your victim
Why you always in a mood?
Fuckin' 'round, actin' brand new
I ain't tryna tell you what to do
But try to play it cool
Baby, I ain't playing by your rules
Everything look better with a view
Why you always in a mood?
Fuckin' 'round, actin' brand new
I ain't tryna tell you what to do
But try to play it cool
Baby, I ain't playing by your rules
Everything look better with a view, yeah"
Tiësto,The Business,"Let's get down, let's get down to business
Give you one more night, one more night to get this
We've had a million, million nights just like this
So let's get down, let's get down to business
Mama please don't worry 'bout me
'Cause I'm about to let my heart speak
My friends keep telling me to leave this
So let's get down, let's get down to business
Let's get down, let's get down to business
Give you one more night, one more night to get this
We've had a million, million nights just like this
So let's get down, let's get down to business
Let's get down, let's get down to business
Give you one more night, one more night to get this
We've had a million, million nights just like this
So let's get down, let's get down to business
Back and forth, back and forth with the bullshit
I know I said it before, I don't mean it
It's been a while since I had your attention
So it might hurt to hear this
Dreams we have don't ever fall away
We can't leave 'em if we stay the same
And I can't do this for another day
So let's get down, let's get down to business
Let's get down, let's get down to business
Give you one more night, one more night to get this
We've had a million, million nights just like this
So let's get down, let's get down to business
Let's get down, let's get down to business (let's get down)
Give you one more night, one more night to get this (get this)
We've had a million, million nights just like this
So let's get down, let's get down to business
Ooh, yeah, yeah"
BTS,Dynamite,"Cause I-I-I'm in the stars tonight
So watch me bring the fire and set the night alight
Shoes on, get up in the morn'
Cup of milk, let's rock and roll
King Kong, kick the drum, rolling on like a Rolling Stone
Sing song when I'm walking home
Jump up to the top, LeBron
Ding dong, call me on my phone
Ice tea and a game of ping pong, huh
This is getting heavy
Can you hear the bass boom? I'm ready (woo hoo)
Life is sweet as honey
Yeah, this beat cha-ching like money, huh
Disco overload, I'm into that, I'm good to go
I'm diamond, you know I glow up
Hey, so let's go
'Cause I-I-I'm in the stars tonight
So watch me bring the fire and set the night alight (hey)
Shining through the city with a little funk and soul
So I'ma light it up like dynamite, whoa oh oh
Bring a friend, join the crowd
Whoever wanna come along
Word up, talk the talk
Just move like we off the wall
Day or night, the sky's alight
So we dance to the break of dawn
Ladies and gentlemen, I got the medicine
So you should keep ya eyes on the ball, huh
This is getting heavy
Can you hear the bass boom? I'm ready (woo hoo)
Life is sweet as honey
Yeah, this beat cha-ching like money
Disco overload, I'm into that, I'm good to go
I'm diamond, you know I glow up
Let's go
'Cause I-I-I'm in the stars tonight
So watch me bring the fire and set the night alight (hey)
Shining through the city with a little funk and soul
So I'ma light it up like dynamite, whoa oh oh
Dy-na-na-na, na-na, na-na-na, na-na-na, life is dynamite
Dy-na-na-na, na-na, na-na-na, na-na-na, life is dynamite
Shining through the city with a little funk and soul
So I'ma light it up like dynamite, whoa oh oh
Dy-na-na-na, na-na, na-na, ayy
Dy-na-na-na, na-na, na-na, ayy
Dy-na-na-na, na-na, na-na, ayy
Light it up like dynamite
Dy-na-na-na, na-na, na-na, ayy
Dy-na-na-na, na-na, na-na, ayy
Dy-na-na-na, na-na, na-na, ayy
Light it up like dynamite
'Cause I-I-I'm in the stars tonight
So watch me bring the fire and set the night alight
Shining through the city with a little funk and soul
So I'ma light it up like dynamite (this is ah)
'Cause I-I-I'm in the stars tonight
So watch me bring the fire and set the night alight (alight, oh)
Shining through the city with a little funk and soul
So I'ma light it up like dynamite, whoa (light it up like dynamite)
Dy-na-na-na, na-na, na-na-na, na-na-na, life is dynamite
Dy-na-na-na, na-na, na-na-na, na-na-na, life is dynamite
Shining through the city with a little funk and soul
So I'ma light it up like dynamite, whoa oh oh"
Bad Bunny,Yonaguni,"Yeah-yeah-yeah-yeah
Yeah-yeah-yeah-yeah-yeah-yeah
Yeah-yeah-yeah-eh-yeah
Una noche más y copas de más
Tú no me dejas en paz, de mi mente no te vas
Aunque sé que no debo, ey
Pensar en ti, bebé, pero cuando bebo
Me viene tu nombre, tu cara, tu risa y tu pelo, ey
Dime dónde tú está', que yo por ti cojo un vuelo
Y a Yonaguni le llego
Aunque sé que no debo, ey
Pensar en ti, bebé, pero cuando bebo
Me viene tu nombre, tu cara
Tu risa y tu pelo, ey
Dime dónde tú está', que yo por ti cojo un vuelo
Y a Yonaguni le llego, ey
No me busque' en Instagram
Mami, búscame en casa
Pa' que vea' lo que pasa, ey
Si tú me pruebas te casa', ey
Ese cabrón ni te abraza
Y yo loco por tocarte
Pero ni me atrevo a textearte
Tú con cualquier outfit la parte'
Mami, tú eres aparte
Shorty tiene un culo bien grande, eh
De-demasiao' grande
Y yo lo tengo estudiao', ya mismo me gradúo
Y en la cara me lo tatúo
Vi que viste mi story y subiste una pa' mí
Yo que me iba a dormir, ey
En la disco habían mil
Y yo bailando contigo en mi mente
Aunque sé que no debo
Pensar en ti, bebé, pero cuando bebo
Me viene tu nombre, tu cara
Tu risa y tu pelo, ey
Dime dónde tú está', que yo por ti cojo un vuelo
Y a Yonaguni le llego
Si me das tu dirección, yo te mando mil carta'
Si me das tu cuenta de banco, un millón de peso'
To'a la noche arrodillao' a Dios le rezo
Pa' que ante' 'e que se acabe el año tú me des un beso
Y empezar el 2023 bien cabrón
Contigo y un blunt
Tú te ve' asesina con ese mahón
Me matas sin un pistolón
Y yo te compro un Banshee
Gucci, Givenchy
Un poodle, un frenchie
El pasto, los munchie'
Te canto un mariachi
Me convierto en Itachi, eh
Yeah-yeah-yeah-yeah
Bad Bunny, baby, bebé
Bad Bunny, baby, bebé
今日はセックスしたい
でもあなたとだけ
どこにいますか?
どこにいますか?
今日はセックスしたい
でもあなたとだけ
どこにいますか?
どこにいますか? Eh"
Harry Styles,Watermelon Sugar,"Tastes like strawberries
On a summer evenin'
And it sounds just like a song
I want more berries
And that summer feelin'
It's so wonderful and warm
Breathe me in, breathe me out
I don't know if I could ever go without
I'm just thinking out loud
I don't know if I could ever go without
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar
Strawberries on a summer evenin'
Baby, you're the end of June
I want your belly
And that summer feelin'
Getting washed away in you
Breathe me in, breathe me out
I don't know if I could ever go without
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
I just wanna taste it, I just wanna taste it
Watermelon sugar high
Tastes like strawberries
On a summer evenin'
And it sounds just like a song
I want your belly
And that summer feelin'
I don't know if I could ever go without
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high (sugar)
Watermelon sugar high (sugar)
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
Watermelon sugar high
I just wanna taste it, I just wanna taste it
Watermelon sugar high
I just wanna taste it, I just wanna taste it
Watermelon sugar high
Watermelon sugar
"
Riton,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Mufasa
Hmm?
You know we finally here, right?
Where are we?
It's Friday then
Then Saturday, Sunday (what?)
It's Friday again
Then Saturday, Sunday, what?
It's Friday again
Then Saturday, Sunday, what?
It's Friday again
Then Saturday, Sunday, what?
It's Friday again, 'ain, 'ain', 'ain (what?)
I thought the hands of time would change me
And I'd be over this by now, yeah
It's been too long since we got crazy
I'm lowkey spinnin' out
I'm countin' down 'til Friday come
I'm gonna, I'm gonna do too much
Know I'm all in my bag, that's clutch
Feelin' it, feelin' it, feelin' it
Every Friday, Saturday, Sunday
Endless weekend, on a wave, yeah
It's Friday again
Then Saturday, Sunday, what?
It's Friday again
Then Saturday, Sunday, what? (We want that weekend)
It's Friday again (oh)
Then Saturday, Sunday, what? (We want that weekend)
It's Friday again
Then Saturday, Sunday, what?
Go, jump!
Hmm, their lives again
Their lives, to pull us, mm
Their lives again, 'ain, 'ain, 'ain
This could be bad for me 'cause I want more
Wanna feel the bass vibrating through the floor
So keep it playing, I'm on a wave
And I'ma ride it all the way
When it comes like
We want that weekend (again, again, 'gain, 'gain, 'gain)
('Gain, 'gain, 'gain, 'gain, 'gain)
Again, 'gain (again, 'gain, 'gain, 'gain, 'gain)
('Gain, 'gain, 'gain, 'gain, 'gain)
We want that weekend (again, again, 'gain, 'gain, 'gain)
('Gain, 'gain, 'gain, 'gain, 'gain)
Again, 'gain (again, 'gain, 'gain, 'gain)
Hey, we want that weekend
It's Friday again
Then Saturday, Sunday, what?
It's Friday again (go!)
Then Saturday, Sunday, what? (We want that weekend)
It's Friday again
Then Saturday, Sunday, what?
It's Friday again (go!) 'gain, 'gain, 'gain
Every Friday, Saturday, Sunday
Endless weekend on a wave
Every Friday, Saturday, Sunday
Endless weekend on a wave
Every Friday, Saturday, Sunday
Endless weekend on a wave
Every Friday, Saturday, Sunday
Endless weekend on a wave, yeah
(We want that weekend)
It's Friday again
Then Saturday, Sunday, what? (Let's go!)
It's Friday again (huh)
Then Saturday, Sunday, what? (We want that weekend)
It's Friday again (hey!)
Then Saturday, Sunday, what?
It's Friday again, 'gain, 'gain, 'gain (oh)
It's Friday then
Then Saturday, Sunday, what?
"
Kali Uchis,telepatía,"Quién lo diría
Que se podría hacer el amor por telepatía
La luna está llena, mi cama vacía
Lo que yo te haría
Si te tuviera de frente la mente te la volaría
De noche y de día, de noche y de día
You know I'm just a flight away
If you wanted you can take a private plane
A kilómetros estamos conectando
Y me prendes aunque no me estés tocando
You know I got a lot to say
All these voices in the background of my brain
Y me dicen todo lo que estás pensando
Me imagino lo que ya estás maquinando
Quién lo diría
Que se podría hacer el amor por telepatía
La luna está llena, mi cama vacía
Lo que yo te haría
Si te tuviera de frente la mente te la volaría
De noche y de día, de noche y de día
You know that I can see right through you
I can read your mind
I can read your mind
What you want to do
It's written all over your face times two
'Cause I can read your mind
I can read your mind
I can hear your thoughts like a melody
Listen while you talk when you're fast asleep
You stay on the phone just to hear me breathe
On repeat
Quién lo diría
Que se podría hacer el amor por telepatía
La luna está llena, mi cama vacía
Lo que yo te haría
Si te tuviera de frente la mente te la volaría
De noche y de día, de noche y de día
You know I got a lot to say
All these voices in the background of my brain"
